laser convert, process measure, 
0.74541,15.3441,
0.676296,15.4158,
0.996139,15.8188,
0.759196,15.771,
1.03994,15.9183,
0.758526,16.46,
0.785964,16.4385,
1.04303,16.5787,
0.772519,16.581,
0.782542,15.9402,
1.04157,16.0692,
0.835372,16.3019,
0.734082,16.3653,
1.14181,16.511,
0.852561,16.0155,
0.714432,16.1791,
1.04099,16.1901,
0.758048,16.9164,
0.777958,17.4826,
1.03929,17.397,
0.76263,17.7125,
0.779308,17.6334,
1.08767,17.7974,
0.769861,17.9251,
0.775926,17.7193,
1.03058,17.5165,
0.762607,17.9057,
0.772408,16.863,
1.01558,17.0567,
0.76052,17.4636,
0.769643,17.2365,
0.995923,16.8766,
0.764049,17.4682,
0.777026,17.1069,
1.00391,17.0643,
0.758986,16.9663,
0.785128,17.024,
1.00518,16.6678,
0.765467,15.7988,
0.999347,16.5574,
0.677878,15.4172,
1.03516,16.6194,
0.751982,16.1643,
0.780066,15.7547,
1.02942,15.7181,
0.676189,15.5628,
1.0338,14.9566,
0.747505,14.6671,
0.778385,14.8205,
1.00838,14.7422,
0.755375,16.0585,
0.777973,15.7626,
1.01373,15.3539,
0.751436,15.645,
1.00836,15.6658,
0.779478,15.3479,
1.01344,15.6568,
0.747965,15.1973,
0.997851,15.1128,
0.744185,15.7035,
0.772422,15.3785,
1.0363,14.802,
0.759874,15.1455,
0.770881,14.6831,
1.01104,15.0922,
0.757264,15.3323,
0.981095,15.1086,
0.75614,14.4093,
0.998849,14.7477,
0.760586,14.5053,
1.08284,14.3291,
0.765357,14.2766,
1.03703,13.8073,
0.754572,14.2171,
1.03607,13.1388,
0.756889,14.0443,
0.783769,13.1977,
1.02481,14.4517,
0.755591,13.1323,
1.01453,13.5312,
0.761579,12.6173,
1.02107,13.6459,
0.764355,13.275,
1.02488,12.8367,
0.751362,15.1637,
1.2668,15.0087,
0.909815,14.5195,
0.88107,13.8621,
0.945391,13.4248,
0.764573,13.6139,
0.998994,13.3962,
0.764335,13.0418,
0.992387,13.1028,
0.760001,12.8245,
1.03691,12.7871,
0.756447,12.8617,
1.01526,12.997,
0.837173,12.5228,
0.845932,12.9688,
1.09904,12.8171,
1.11124,12.8131,
0.739347,12.7444,
1.10036,12.9462,
0.721491,12.7419,
1.06287,12.9544,
0.812183,14.768,
0.906006,15.0631,
1.14103,14.2637,
1.01038,12.6988,
0.714638,11.6716,
0.864229,12.9047,
0.817279,12.7492,
0.730438,12.3416,
1.16323,12.3951,
0.809323,12.2763,
0.750401,12.4169,
1.16361,12.2977,
0.74313,15.8614,
0.748662,14.4361,
1.13966,13.7636,
0.657746,13.0129,
1.32001,14.181,
0.674143,13.9538,
1.07022,13.9899,
0.670242,13.6748,
1.22277,13.4407,
0.894057,13.5203,
0.759987,13.5433,
1.17158,13.6122,
0.811264,13.4627,
0.638867,13.1279,
1.13173,13.9314,
0.629881,12.252,
1.19672,13.5,
0.631912,13.0682,
1.13632,13.2834,
1.06176,12.8251,
1.17737,13.4079,
0.693123,12.7067,
1.13662,12.8224,
1.06419,12.6062,
1.18937,12.3479,
0.613354,11.7376,
1.14335,12.1153,
1.12135,11.8232,
0.745327,11.6061,
1.11789,12.121,
0.75162,11.2316,
1.16689,13.2639,
0.866413,13.5777,
1.44527,13.4008,
0.88848,13.2762,
1.4803,12.7057,
0.902277,13.2249,
0.896325,12.4403,
1.45,12.7492,
1.07833,12.9245,
0.90071,12.3662,
1.49747,12.9039,
0.931092,12.4931,
0.763391,12.7088,
1.43399,12.9311,
0.789658,12.4896,
0.808899,12.8213,
1.48762,12.7076,
0.802753,12.0376,
0.779018,12.3389,
1.43019,11.9922,
0.877381,10.4111,
1.12226,10.7309,
0.723339,10.5196,
1.18914,10.5819,
0.763864,10.5218,
1.16436,10.4074,
0.661996,10.3268,
0.667195,10.3754,
1.1377,10.6792,
0.616504,10.404,
0.627459,10.3336,
1.10542,10.5936,
1.17607,11.4403,
0.633133,11.4668,
1.16448,11.3676,
1.09294,11.2779,
0.67559,11.7741,
1.12356,11.96,
0.744608,11.5425,
0.81171,11.4382,
0.987673,11.3699,
1.13923,11.497,
0.843299,11.342,
0.874618,11.5289,
0.820741,11.4044,
0.889269,11.3689,
1.1312,11.3819,
0.848398,11.1658,
0.87639,11.3234,
1.13297,11.2917,
0.838364,11.0256,
0.710349,11.1857,
1.10371,11.0142,
1.13865,10.981,
0.84271,10.8053,
1.23273,11.0015,
1.09196,10.8362,
0.719975,10.9337,
1.1206,10.9222,
0.740909,11.0141,
0.660116,10.9146,
1.10157,10.9697,
1.1311,10.7799,
0.620082,10.7253,
1.06891,10.8828,
0.809211,10.541,
0.737198,10.564,
1.14651,10.6581,
0.740367,10.6954,
0.7468,10.6623,
1.10959,10.8004,
0.660706,10.805,
0.606921,10.7601,
1.20094,11.1722,
1.13164,10.9604,
0.614447,10.8172,
1.17653,10.7763,
1.09898,10.7338,
0.607485,10.6862,
1.11595,12.4333,
0.755635,11.8188,
0.62604,11.7251,
1.02877,12.0548,
0.725307,12.2735,
0.880015,12.1956,
1.48643,12.2315,
1.39659,12.6706,
0.827214,12.6246,
1.42006,11.9167,
0.825482,12.2232,
0.779753,11.9825,
1.3793,12.1532,
1.03058,11.7733,
1.04289,11.6743,
1.40458,11.6727,
1.02433,11.6736,
0.997018,12.036,
1.08881,11.7372,
1.02094,11.7314,
0.964693,11.2615,
1.10925,11.5635,
0.993937,11.3653,
1.01401,11.4611,
1.08479,12.0696,
0.998112,12.2576,
0.872911,12.0382,
1.42721,12.1303,
0.887845,11.2233,
1.42449,11.8291,
0.869554,11.6728,
1.44114,11.8136,
0.913365,11.0032,
1.38049,11.4382,
1.02446,11.9252,
1.01131,11.1245,
1.14154,12.4149,
1.05395,11.4899,
1.10796,11.4351,
1.05531,11.8708,
1.06672,11.5695,
0.909572,11.9096,
1.37134,11.6179,
0.893172,11.438,
0.888722,11.7003,
1.38579,11.7533,
0.87196,11.6485,
0.917584,11.9326,
1.40128,12.2428,
1.00393,11.9499,
1.07563,11.9484,
1.00722,13.6632,
1.00364,12.2068,
1.00188,11.7699,
1.06712,11.9988,
1.0175,11.524,
0.735524,12.2932,
0.841737,12.4792,
0.828166,12.2191,
0.846239,12.225,
0.830331,12.1957,
0.625404,12.0725,
1.10067,12.3897,
0.82496,12.1383,
1.11898,12.5268,
0.726151,12.4234,
1.06595,12.5189,
0.749212,12.3068,
0.824802,12.2875,
0.876382,12.3848,
1.09833,12.2464,
0.848544,12.347,
0.83222,12.0956,
0.770141,12.3977,
0.846536,12.2852,
1.08856,12.2407,
0.853806,12.257,
1.08878,12.293,
1.08535,11.9474,
0.734123,11.57,
0.719763,12.0829,
1.12106,12.1369,
1.04619,12.1046,
0.810358,11.9282,
1.0895,12.2529,
1.09281,12.073,
0.829808,11.9867,
0.860302,12.032,
1.08895,11.8536,
0.824242,11.8841,
0.828893,12.2208,
0.740781,12.0549,
1.08327,11.7389,
0.818598,11.4528,
1.10641,11.8699,
0.805976,11.6546,
1.07509,11.9677,
0.784272,11.8041,
1.10754,11.7343,
0.911219,11.8179,
0.826668,11.9242,
0.829413,11.8017,
1.09007,11.5812,
0.726042,11.9377,
0.730856,11.6814,
1.09469,11.9261,
0.808378,11.0907,
0.722922,11.564,
1.1163,12.1167,
1.03032,11.9274,
0.877323,11.9706,
0.877886,11.7345,
0.827356,11.6874,
0.827656,11.8171,
0.867342,11.7755,
0.790343,11.2165,
0.737932,11.976,
1.3805,12.3533,
0.849873,11.7122,
0.891796,12.0256,
1.36156,12.0318,
0.922763,11.1773,
0.899763,11.8379,
1.11363,11.3275,
0.991816,12.0389,
1.07479,11.4814,
0.865236,11.1185,
0.888181,11.312,
0.732702,11.3617,
1.10746,12.3426,
1.03309,12.8312,
0.733413,12.6511,
1.10151,11.9078,
0.673607,12.197,
0.729221,12.7556,
0.8238,12.7135,
0.837812,12.3228,
0.879185,12.2432,
0.84402,12.3561,
0.858834,12.4841,
0.855736,12.6589,
1.07458,12.6862,
0.730544,12.3959,
1.0536,12.678,
0.811037,12.0949,
1.14797,12.7016,
0.762322,12.6136,
1.05651,12.4758,
1.11118,12.4168,
0.824144,12.5912,
0.848296,12.4948,
1.04214,12.6846,
0.830058,12.5591,
1.07237,12.2783,
0.737776,11.8536,
0.984889,15.5965,
0.755824,14.5603,
0.644249,14.4647,
1.06367,15.2444,
0.787449,14.3022,
0.831151,14.6457,
0.763658,14.4645,
0.863565,14.38,
1.01011,14.9199,
0.766571,15.0753,
0.956546,14.4449,
1.07102,15.2697,
0.654836,15.4368,
1.05213,15.1587,
0.745513,14.3296,
0.682268,15.4251,
1.06553,15.559,
0.738471,14.5399,
1.0101,14.2553,
0.850855,15.2335,
0.749921,15.0498,
0.79259,15.5188,
1.01177,15.3487,
1.01595,15.2441,
1.08498,15.4652,
0.740417,14.1444,
1.06032,15.045,
0.73105,15.0231,
1.05761,14.9577,
0.656864,14.1518,
1.12932,14.4285,
1.06937,13.8938,
0.867617,15.132,
1.04193,14.7335,
0.85788,16.8339,
1.04244,16.0387,
0.776191,15.7206,
1.09796,16.6801,
0.735493,15.483,
0.745785,15.7143,
1.10632,15.7804,
0.671396,16.6228,
1.05338,16.792,
0.746949,16.806,
1.06043,15.5949,
0.868085,17.2507,
1.03886,17.4265,
0.984718,17.0716,
1.04697,16.6468,
0.954219,16.5259,
0.807084,16.6563,
1.42132,17.4396,
0.824299,17.3536,
0.828641,16.4856,
1.40138,13.4711,
0.889037,13.0101,
0.858898,12.6901,
1.09499,13.3876,
0.994989,12.8085,
1.02935,13.0648,
1.00065,13.0246,
1.0845,12.9863,
0.975886,12.1162,
0.983284,12.9581,
1.41311,12.8211,
0.834101,12.9378,
0.848888,12.526,
1.41544,11.9849,
0.857899,12.3302,
0.847737,13.0771,
1.4091,12.6435,
0.876867,12.0365,
1.08111,12.9103,
0.983879,12.2833,
0.96075,12.4028,
0.939584,12.9463,
1.12343,12.6524,
0.972708,11.9637,
1.10394,12.3535,
1.08213,12.156,
0.721743,12.0848,
0.667789,12.018,
1.10827,11.8167,
0.741709,11.8485,
1.00397,11.5375,
0.806304,11.3259,
1.1341,11.5345,
0.857815,12.927,
1.06174,12.9017,
0.97536,12.8065,
1.01195,12.353,
1.36446,12.7275,
0.856211,12.2476,
1.34992,12.4818,
0.86346,12.0039,
1.33468,11.626,
0.667069,11.8533,
1.10027,11.8605,
0.723752,11.7373,
1.08102,11.1221,
0.836526,12.2789,
0.837443,12.0512,
0.839956,12.0558,
0.873752,13.3785,
0.734679,13.0638,
1.07102,13.6409,
0.798754,12.2547,
1.12628,12.4251,
0.738191,12.307,
1.05782,12.3681,
0.860055,12.3816,
0.777671,12.6151,
0.857145,12.3703,
0.846273,11.8858,
0.852068,12.0484,
0.8303,12.3518,
0.840001,12.1939,
0.833339,12.1953,
0.955334,11.7943,
0.849988,12.0912,
0.835422,12.8576,
1.17091,15.7452,
0.761019,14.7983,
0.655506,14.9689,
1.04704,14.9096,
0.648351,12.6509,
1.07938,13.0792,
0.735384,12.1759,
1.08693,12.2386,
0.672112,11.9705,
0.87849,11.5703,
1.02667,11.3164,
0.77355,12.0894,
0.8786,11.5717,
0.784954,11.9412,
0.757891,12.1822,
1.08082,12.0368,
1.0561,11.9837,
0.644722,11.8998,
1.06055,12.1772,
0.760565,12.153,
0.772812,11.8467,
1.09831,14.7405,
0.761164,14.5771,
0.677695,15.2441,
1.31149,16.2041,
0.854932,16.3523,
1.09326,15.4296,
0.969239,16.5632,
0.970547,16.0253,
1.41288,16.6086,
0.937583,16.724,
0.934167,17.0914,
1.07678,16.2778,
0.936418,16.5021,
0.825304,16.7403,
1.36995,16.5852,
0.872224,16.5931,
0.838038,16.6189,
1.35124,16.428,
0.848417,16.1893,
1.00665,16.1844,
1.06665,16.3105,
0.932578,16.461,
0.804092,16.4489,
1.3434,15.7979,
0.813813,16.7299,
0.814585,16.8098,
1.43252,16.1177,
0.852204,15.7426,
0.848859,16.0202,
1.04678,16.0151,
0.937865,16.4141,
0.944782,15.4227,
1.08969,15.6549,
0.934966,14.9786,
0.938865,16.4511,
1.10079,15.4165,
0.931737,15.1848,
0.948485,15.5192,
1.10861,15.6207,
0.940922,15.4299,
1.01568,15.2923,
0.947653,15.2674,
1.09198,15.735,
0.946291,15.5318,
0.938977,15.6781,
0.993585,15.4531,
0.95545,15.1578,
1.05915,15.076,
0.94076,14.899,
0.998264,15.3008,
0.939474,15.156,
1.01085,15.1181,
0.95805,15.0438,
1.07639,14.685,
0.943871,14.6621,
0.948963,14.762,
1.07669,14.8592,
0.949217,19.0841,
1.04241,15.447,
1.09994,15.8273,
0.950324,15.9082,
1.03861,15.5111,
0.984616,14.4694,
1.06163,13.8575,
0.987911,14.6738,
1.09542,14.5323,
0.993248,14.7373,
1.02407,15.1054,
1.08329,14.9183,
1.0047,14.992,
1.01753,14.5126,
1.00364,14.4877,
1.05349,14.033,
1.00737,14.1589,
1.10552,14.3051,
1.01748,14.2693,
0.994206,14.26,
1.11683,13.8438,
1.0184,13.141,
1.02192,13.6306,
1.02603,12.9462,
0.896075,13.5598,
0.84662,13.0413,
1.15956,12.3102,
0.931495,13.0937,
1.11157,12.4965,
0.88424,13.1505,
1.07102,12.5898,
0.868424,12.5988,
1.11517,12.7109,
0.903718,12.5466,
1.09784,12.3884,
0.844903,12.1456,
0.86417,12.1988,
0.844422,11.92,
0.888773,12.5518,
0.855142,11.8784,
0.849733,12.0663,
0.852664,12.3286,
0.86976,12.1771,
1.0745,12.1045,
0.856264,12.0161,
0.879049,12.1627,
0.849458,11.6859,
0.886532,12.2201,
0.835748,12.2505,
0.866694,13.7429,
0.849113,13.7146,
0.853951,13.6531,
0.856962,13.0573,
0.835331,12.9096,
1.05962,13.3364,
0.939664,13.8126,
1.10161,13.5704,
0.949828,13.5109,
1.32786,13.3367,
0.84522,13.2764,
1.40558,13.3188,
0.832457,14.0055,
0.892728,13.8204,
1.34982,12.2539,
0.899836,12.135,
0.985263,12.0324,
0.712298,12.2034,
1.18966,12.2278,
0.744757,11.9617,
1.12096,12.2077,
0.667938,12.1224,
0.675327,12.2161,
1.10902,12.0103,
0.916417,12.1786,
1.06579,11.7977,
0.824413,11.737,
1.1973,11.8655,
0.774771,13.1968,
1.1281,13.7474,
0.680928,13.2441,
0.683793,13.1072,
1.16799,13.4954,
0.685341,13.9427,
1.11896,14.0754,
0.780531,13.9924,
1.08001,13.2114,
0.792109,13.1803,
0.857897,13.6711,
1.08478,13.4769,
0.851029,13.4338,
0.829592,13.9026,
0.741788,13.696,
1.06521,13.905,
0.739335,13.7767,
0.789911,13.7058,
1.04216,13.7548,
0.835389,13.4896,
1.09376,13.4612,
0.847194,13.489,
0.874338,13.6849,
0.846583,13.4171,
0.854517,13.5582,
1.04791,13.2241,
0.756551,13.3813,
1.05829,13.6985,
0.806482,13.6599,
0.720546,13.6571,
1.06926,13.5551,
0.778788,13.5096,
0.821077,13.4829,
0.86809,13.3852,
0.85841,13.619,
1.15532,13.1339,
0.72479,13.2604,
1.06184,13.1412,
0.62841,13.2597,
1.05467,13.4719,
0.809255,13.0589,
1.02892,13.3344,
0.784226,13.1148,
1.07816,13.1714,
0.798308,13.2237,
0.76704,13.2137,
1.10754,12.9278,
0.710984,13.0741,
1.13303,13.243,
0.813292,12.7649,
0.672179,12.9362,
0.865635,13.0873,
1.07746,12.5635,
0.851783,12.8666,
0.764113,12.7787,
0.914883,12.7816,
0.823323,12.767,
0.848609,12.7031,
0.923953,12.6868,
0.755625,12.6543,
1.07933,12.6301,
0.855488,12.2732,
1.11716,12.4514,
0.74737,12.4406,
1.06886,12.0615,
0.866468,11.7029,
0.658703,11.4078,
0.811429,12.2411,
0.84666,12.1909,
0.78533,11.7206,
1.11955,11.9344,
0.774253,11.7509,
1.04648,11.5396,
0.700232,11.3248,
0.99563,11.7375,
0.856257,11.4216,
1.10059,11.4313,
0.861122,11.5779,
0.857756,11.6729,
1.03923,11.4625,
0.874431,11.4037,
0.834086,11.3955,
1.07631,11.2292,
0.643427,11.6188,
1.07863,11.313,
0.731348,11.1019,
1.01962,11.2454,
0.840767,11.2202,
0.813939,11.4103,
1.095,10.9597,
0.783773,11.1722,
0.95556,10.8364,
0.782962,10.8247,
0.754087,10.7381,
1.11179,10.707,
0.97785,10.98,
0.720032,11.4751,
0.972713,11.4951,
0.793469,11.339,
0.72451,11.1769,
1.00825,11.1872,
0.790161,10.9688,
0.738031,11.1582,
0.893742,10.9182,
0.864639,10.6837,
0.886263,10.5818,
0.868334,10.4246,
0.830816,10.0731,
0.842724,10.01,
0.900745,10.2328,
0.862801,9.96141,
0.886012,10.0101,
0.905662,10.2162,
0.825299,10.197,
0.874197,9.87482,
0.890261,10.0718,
1.01118,10.1343,
0.757824,10.2844,
1.04391,10.4287,
0.76945,10.5063,
0.765169,10.0057,
0.996748,10.6445,
1.08871,10.3837,
0.804221,10.1485,
1.14247,10.5774,
0.768828,10.207,
0.858343,9.97757,
0.904066,9.93248,
0.813373,9.44546,
0.843418,9.34385,
1.14397,9.78475,
0.76065,9.13302,
0.734984,9.14243,
1.0673,9.44725,
1.02214,9.46874,
0.751562,9.41953,
1.0531,9.21984,
0.696691,9.30788,
0.759595,9.73526,
0.976646,10.0158,
1.00463,9.8564,
0.783906,9.85648,
1.04087,9.80119,
0.749673,10.306,
0.87563,10.2559,
0.948922,10.1821,
0.845128,10.3205,
0.773896,10.0814,
1.08269,9.8926,
0.735734,10.3021,
0.755646,10.2098,
1.06175,10.1382,
0.659609,10.1773,
1.06255,9.61723,
1.09246,9.29199,
0.972994,9.90803,
0.855641,9.41291,
0.912356,9.27676,
0.945023,9.39645,
0.84697,9.56349,
0.913556,10.6388,
0.985438,10.4057,
0.875091,10.5141,
0.883918,10.5131,
0.97592,10.3656,
0.868039,10.4592,
0.924152,10.9607,
1.17629,11.3827,
1.08005,11.1186,
1.15369,11.6982,
1.03419,11.5907,
1.03336,11.0167,
1.15002,10.9285,
1.04448,11.0446,
1.05079,10.8694,
1.05151,10.879,
1.05065,11.1596,
1.07126,11.0384,
1.14179,10.9027,
1.05809,10.6734,
0.88955,10.7023,
1.37255,10.7724,
1.33018,10.8387,
0.962166,11.0143,
1.42603,10.9811,
1.39227,11.2943,
1.08813,11.0229,
1.38685,11.1026,
0.94362,11.1331,
0.953257,10.978,
1.34293,11.0201,
0.938033,11.0236,
1.34196,10.3955,
1.01848,10.5558,
1.06484,10.4868,
1.06617,10.6912,
1.11725,10.8718,
0.883822,10.6333,
0.897856,10.7088,
1.36213,10.9293,
0.886592,10.0639,
1.30962,8.98222,
0.89388,8.60416,
1.36275,8.56652,
0.880805,8.48378,
1.52898,8.63895,
1.36984,8.55616,
0.858472,8.69799,
1.47267,8.6438,
0.828314,8.60103,
1.41751,8.70781,
0.879328,8.53754,
1.38111,8.3485,
0.888147,8.43669,
1.41553,8.33504,
1.31527,8.30187,
0.891321,8.16918,
1.37865,8.18964,
1.27647,8.87001,
0.892746,8.30968,
1.39152,7.87135,
0.85651,8.36216,
0.893368,8.47789,
1.36411,7.82193,
0.870317,8.48229,
0.86145,8.36432,
1.28094,8.41571,
1.32986,8.16676,
0.886639,8.37003,
1.37912,8.52205,
1.42216,8.4881,
0.867554,8.42356,
1.31331,7.85666,
1.42038,8.22325,
0.885599,8.50184,
1.3652,8.42539,
0.889395,8.42871,
0.873272,8.25862,
1.38127,8.16944,
1.33169,8.324,
0.952925,8.09832,
1.34619,8.23954,
1.25232,7.94859,
0.896,7.91726,
1.30353,7.93721,
1.34386,8.03642,
1.0372,7.76012,
1.07504,7.94539,
1.02432,7.96769,
1.03895,8.04742,
1.0268,8.02586,
1.09458,8.19145,
0.981845,7.98778,
1.07993,8.05539,
1.14638,7.97444,
1.05268,7.86006,
1.09051,8.24596,
1.12142,8.33605,
1.05281,7.86737,
1.17656,8.14259,
0.954328,8.13854,
1.08691,8.15061,
1.06535,8.28416,
1.15422,8.21983,
1.00484,8.00998,
1.15349,9.31533,
1.1856,8.87628,
1.05849,9.11438,
1.10061,8.52596,
0.875724,8.65202,
0.785766,8.31416,
0.913413,6.94626,
0.98591,6.99738,
0.784171,6.9016,
0.897339,6.87968,
0.896625,6.94839,
0.673455,6.81353,
1.04282,7.04915,
1.07286,6.83992,
0.669955,6.79914,
1.08738,6.98854,
0.782309,6.82447,
0.753491,6.76936,
1.05807,6.90666,
1.01431,7.03677,
0.778894,7.87965,
1.01984,7.88521,
1.10121,7.87554,
0.802128,7.81181,
1.10685,7.73132,
1.07688,7.87944,
0.816329,7.72556,
1.09218,7.89535,
0.823992,7.78072,
1.10545,7.87871,
0.902438,7.81076,
1.1598,8.02938,
0.730896,7.78447,
1.0619,8.0003,
1.0704,8.23146,
0.620592,8.06486,
1.08338,8.11236,
1.12153,8.12501,
0.713412,7.05721,
1.10461,6.35047,
1.088,6.35337,
1.04774,7.22624,
1.02324,7.38541,
1.01114,7.33061,
0.718914,7.42285,
1.06596,7.37693,
1.09833,7.29836,
0.697025,7.93396,
1.09472,8.05626,
1.07159,7.79693,
0.744249,6.936,
1.14262,7.68767,
0.66759,7.58262,
1.05887,7.5123,
0.705059,7.43346,
1.07624,7.68644,
0.764252,6.87854,
1.01623,6.84116,
1.02189,7.04292,
0.892883,7.05008,
1.00289,7.09661,
1.06072,8.28653,
0.798829,7.54453,
0.894354,7.60104,
1.00499,7.60128,
0.789698,7.41426,
1.06569,7.41479,
0.721076,7.47449,
0.699034,7.6296,
0.921524,7.29067,
0.841994,7.31752,
0.79983,7.14886,
0.808102,7.26927,
0.839666,7.37805,
0.807485,7.57825,
0.869771,8.81497,
0.851492,8.43367,
0.718956,8.64273,
0.820382,8.93766,
0.817669,8.65897,
0.832628,7.44334,
0.833928,7.45315,
0.851417,7.34164,
0.724852,7.53457,
1.06596,7.60144,
1.04326,7.65307,
0.757589,7.01135,
1.0702,7.00687,
1.05971,7.07999,
1.06823,7.70329,
0.757524,7.17342,
1.01885,7.24949,
1.03016,7.69301,
0.810823,7.50508,
0.876796,7.19161,
0.839015,7.18318,
0.863706,7.37429,
1.02442,7.10605,
0.795951,7.19097,
0.823773,7.50896,
0.833731,7.01878,
0.800659,7.43609,
0.828449,7.45415,
0.805416,7.40403,
0.849834,7.55374,
0.80769,6.99251,
0.854889,7.29721,
0.779521,7.1228,
1.03087,7.2561,
1.08039,7.29008,
0.914121,7.62596,
1.03095,7.11387,
1.10139,7.6071,
0.873251,7.2879,
0.894114,7.85527,
0.875862,7.7986,
0.841241,8.05684,
0.873113,7.88437,
0.867892,7.86068,
0.872006,7.20331,
0.899369,8.14016,
1.0564,8.29003,
0.782572,8.34092,
1.07026,8.10742,
1.03606,8.1452,
0.774599,8.58561,
1.09395,8.70326,
1.09122,8.64796,
0.788777,8.78151,
1.06811,8.62302,
1.05357,8.60807,
1.14527,8.37459,
1.03476,8.42965,
1.08088,8.82433,
1.11144,8.73117,
1.06037,8.74029,
1.08214,8.86782,
0.885684,9.29272,
1.12405,8.63921,
1.10992,8.63671,
1.0427,8.72799,
1.08307,8.63022,
1.09045,8.72054,
0.811873,9.12551,
1.07168,9.19793,
1.11441,9.24935,
0.71057,9.46855,
1.42443,9.78221,
0.76027,9.32958,
0.77454,9.31654,
1.40784,9.65244,
1.33276,10.2138,
0.908484,10.3195,
1.37139,9.91287,
1.39926,10.0526,
0.883268,9.64505,
1.43593,10.6349,
0.885859,10.5007,
0.784386,10.545,
1.48546,9.44908,
0.736538,10.1235,
1.23493,9.4505,
1.42655,9.68628,
1.24908,10.0192,
1.19129,9.8897,
1.4779,10.1231,
1.39408,9.44683,
0.9487,9.37636,
1.46619,9.41352,
1.32215,9.03104,
0.983024,9.13838,
1.43542,9.17469,
0.915554,9.68243,
1.08039,10.1627,
1.25547,10.5479,
0.850029,10.2427,
1.31388,10.2702,
0.882292,10.1076,
1.29418,9.31792,
0.880544,9.07658,
1.31117,10.2698,
1.27517,10.1498,
0.847823,10.1218,
1.13545,8.35754,
1.02743,8.26828,
1.02931,9.13,
1.06526,8.17618,
1.20012,9.01711,
0.834594,9.11535,
1.11267,8.12675,
1.04748,8.37108,
1.06578,8.24798,
1.24355,8.94658,
1.28907,8.97268,
0.83614,8.86675,
1.18042,8.74229,
0.991652,8.73784,
1.05562,8.39764,
1.1511,8.31216,
0.84994,8.41124,
0.956517,8.37501,
1.14221,8.21218,
1.11314,8.51686,
0.8492,8.22134,
1.26339,8.03639,
1.15954,7.97343,
1.03802,8.017,
1.15777,7.75656,
0.94131,7.8966,
0.849377,7.24959,
1.16587,7.85092,
0.820509,7.74449,
0.900134,7.89832,
1.14122,7.59481,
1.1618,7.83274,
0.94062,7.63336,
1.04167,7.68053,
0.997031,7.52303,
0.929216,7.0881,
1.03303,7.35498,
0.859099,7.5063,
1.02045,7.29765,
0.885777,7.43551,
1.09509,7.39485,
0.917123,8.20093,
0.992959,7.64027,
0.963707,7.42395,
0.95284,7.25548,
1.15201,7.61209,
1.15623,7.77637,
0.88585,7.74299,
1.36157,7.63379,
0.88502,7.8458,
1.42715,7.64233,
0.899242,7.67403,
1.42005,8.02217,
1.15136,7.69191,
1.36933,7.74559,
1.3342,7.64805,
0.914344,7.28938,
1.4687,7.89817,
1.38929,7.7829,
0.845684,7.69016,
1.04131,7.68797,
1.01187,7.78286,
0.96371,7.66425,
1.36089,7.64197,
1.29743,7.46778,
0.91655,7.70594,
1.36764,7.75173,
1.3043,7.94205,
0.911061,7.72654,
1.36409,7.81407,
1.27298,7.74894,
1.07156,7.64647,
1.38192,7.76303,
1.40591,7.66267,
1.06483,7.56473,
1.40127,7.58471,
0.918523,7.63764,
1.03106,7.76966,
1.47663,8.09004,
1.36396,8.16591,
0.802814,8.08369,
1.47879,8.36228,
1.51575,8.51177,
1.19305,7.80415,
1.51661,8.24014,
1.3894,8.13702,
0.769949,7.44032,
1.37106,8.07207,
1.28033,7.48297,
1.41187,7.34055,
1.25469,7.55482,
1.4045,8.05842,
1.26279,7.34063,
1.49641,8.02967,
1.2987,7.91513,
1.23871,7.85171,
1.40959,7.92884,
1.41399,8.09477,
1.20467,7.99452,
1.40915,7.84281,
0.702677,7.68201,
1.41883,7.8122,
0.692093,7.41646,
1.3117,7.90361,
1.23705,7.84619,
1.43542,7.93426,
1.47693,8.049,
1.04988,7.82977,
1.39516,7.74674,
1.3644,7.93076,
0.952501,8.00262,
1.39355,7.89891,
0.914256,7.39176,
1.03498,7.68117,
1.02587,7.8879,
1.11258,7.81532,
0.92773,7.60994,
1.03963,7.95453,
0.994684,7.65467,
0.840246,7.48972,
1.41931,7.57542,
0.85815,7.732,
0.866879,7.43158,
1.33299,7.37021,
1.27213,7.73448,
0.796948,9.62834,
1.34694,8.18013,
1.31629,8.0985,
0.909965,7.38256,
1.33206,8.29777,
1.38284,8.12779,
0.87913,8.09968,
1.35804,7.93599,
0.944049,8.08761,
0.877286,8.26315,
1.39697,8.70376,
1.45623,8.53986,
0.756434,8.49142,
1.52599,8.74881,
1.36647,8.61258,
0.752054,8.52241,
1.45599,8.94159,
1.36346,8.82516,
1.30187,8.85094,
1.54734,8.8454,
1.35322,8.89936,
0.891062,9.68749,
1.3867,8.98599,
0.885805,9.07826,
1.292,9.09529,
1.40951,9.2784,
1.49549,9.30508,
0.920836,9.39688,
1.37854,9.66698,
1.48675,9.79578,
1.20085,9.93979,
1.48678,10.0977,
0.709904,9.99271,
1.4467,10.4372,
0.697792,12.8457,
1.05292,10.7737,
1.41349,10.6267,
1.00064,10.5781,
1.39553,10.8193,
0.92536,10.5893,
1.40774,10.5187,
0.835498,10.5507,
0.967212,10.9158,
1.41035,10.9828,
0.809014,11.3846,
1.44609,11.3739,
0.840884,11.6806,
1.53384,14.3986,
0.843001,11.4041,
