laser convert, process measure, 
1.12954,12.3675,
0.828495,12.0378,
1.18866,12.0313,
0.832398,11.9571,
1.13935,12.0849,
0.876766,12.1346,
1.18969,12.252,
0.786599,12.1453,
1.16047,12.3563,
0.825,12.1257,
1.06189,12.0966,
0.777899,11.8968,
0.748256,11.8598,
0.905202,11.8453,
0.783498,11.4723,
1.1537,11.7501,
0.804191,11.5409,
1.09019,11.5035,
0.785103,12.0119,
1.09993,12.4004,
0.766185,12.4024,
0.777345,12.3147,
1.12866,12.4999,
0.752749,12.3612,
0.77372,12.008,
0.87862,12.3148,
0.761545,12.3336,
0.748443,12.301,
1.18324,12.323,
0.776359,12.2297,
0.754021,12.6188,
1.10532,12.4569,
0.825575,12.2394,
0.795715,12.3874,
1.17637,11.9901,
0.797682,11.8126,
0.795133,12.4341,
1.13098,12.206,
0.782437,12.1687,
0.819245,12.2319,
1.14828,12.3167,
0.825451,11.918,
0.810784,12.1088,
1.13048,11.7602,
0.795212,11.5999,
0.808684,11.4476,
1.14315,11.1704,
0.761302,11.1095,
0.821593,11.307,
1.07363,11.0409,
0.7131,11.1648,
0.883562,11.2921,
1.10338,11.3414,
0.84376,10.9794,
0.803188,11.3727,
1.10595,11.3605,
0.837256,11.047,
0.795871,11.3199,
1.10643,10.5995,
0.795322,10.7929,
0.755297,10.9299,
1.09662,10.9758,
0.813344,11.3885,
1.15195,11.8647,
1.09926,11.7136,
1.05713,11.7435,
1.06045,11.9449,
0.900496,11.641,
1.05738,11.3595,
0.785011,11.1695,
1.07378,11.1663,
0.760454,10.9676,
0.752881,11.5713,
1.10863,11.4698,
0.746061,11.5359,
0.765737,11.5265,
1.13601,11.5317,
0.840335,11.4787,
0.855342,11.7316,
1.16207,11.6399,
0.810732,11.9868,
0.817173,12.067,
1.16661,11.9311,
0.821402,12.0978,
0.913561,12.1481,
1.13634,12.2821,
0.684965,11.8246,
0.664099,11.7734,
1.0405,12.0433,
0.854963,11.3026,
0.892677,11.2714,
1.11869,11.6152,
0.876781,11.4149,
1.17332,11.6025,
0.857248,11.2589,
1.08241,10.8216,
0.587326,10.7776,
1.11824,10.9033,
0.788176,10.8857,
0.819809,11.0899,
1.12619,11.7282,
0.895971,11.8146,
0.904944,11.9981,
1.0892,12.164,
0.83459,11.9178,
0.882487,12.0936,
1.08913,11.8826,
0.832324,11.8507,
0.788547,12.1198,
1.11141,11.8251,
0.851348,11.9095,
0.583294,12.0251,
1.0634,11.4142,
0.579859,11.7,
0.561161,11.5806,
1.14653,11.3701,
0.520681,11.1808,
1.19945,11.5145,
0.587909,11.7072,
1.1381,11.5298,
0.986671,11.506,
1.02959,11.5876,
0.918017,11.1281,
0.642236,11.3641,
1.09835,11.3601,
0.699217,11.4163,
0.673428,11.6758,
1.12797,11.6811,
0.642998,11.6859,
0.621278,11.4825,
1.05189,11.6561,
0.831574,11.3343,
0.819699,11.2604,
1.01726,11.2324,
1.12268,11.0467,
0.815527,11.0359,
0.881766,11.0747,
1.05301,11.0234,
0.884857,11.4236,
1.07412,12.1525,
0.859939,12.8017,
1.13994,12.5678,
0.859541,12.4561,
1.09667,11.911,
0.795604,12.3186,
0.991856,12.7738,
0.819415,12.3586,
0.809506,12.2371,
1.00692,12.5865,
0.835261,12.2583,
0.809047,12.6937,
1.12602,12.4142,
0.809725,12.372,
0.801577,12.2919,
1.12393,12.1458,
0.838655,12.0141,
0.815306,12.1215,
1.02479,12.5297,
0.845978,12.0851,
0.931223,12.2327,
1.10449,12.3488,
0.84283,11.9571,
0.810514,12.1367,
0.79175,11.976,
1.10089,12.0121,
1.16789,12.2544,
1.10887,12.0247,
0.900686,11.6732,
0.704908,11.8676,
1.07707,11.8043,
0.849355,11.7607,
0.856258,11.6721,
1.08891,11.8773,
0.906278,11.709,
0.917136,11.6367,
1.14685,12.0915,
0.889454,11.7151,
0.871016,11.8213,
1.06207,11.74,
0.86276,11.4659,
0.849657,11.5484,
1.09856,11.577,
0.842601,11.3853,
0.89366,11.6799,
1.03739,11.7702,
0.837654,11.1906,
0.874592,11.4551,
1.01144,11.3689,
0.877619,11.4965,
0.914884,11.5324,
1.05827,11.5963,
0.932423,11.3585,
0.912554,11.8881,
1.04837,11.6597,
0.888587,13.5959,
0.680114,12.5878,
1.12542,12.891,
0.905459,12.5747,
0.651282,12.5078,
1.13289,14.5042,
0.853624,14.465,
0.618889,14.69,
1.14829,14.9713,
0.849432,14.633,
0.584047,14.9133,
1.15738,14.7568,
0.881096,14.6208,
0.858541,14.8056,
1.17096,14.7601,
0.83875,14.9034,
0.941661,14.9001,
1.03605,14.6793,
1.08412,14.5381,
1.07831,14.4755,
0.746422,14.8728,
1.0768,15.3914,
1.09781,14.7352,
1.2044,14.7879,
0.860746,14.6533,
0.903421,14.7605,
1.23747,14.8226,
0.882893,14.7149,
0.84331,14.7741,
1.1044,14.5878,
1.02058,14.5654,
1.02192,14.5682,
0.874254,14.5275,
1.01799,14.5658,
1.05022,14.549,
1.06697,14.6925,
0.805617,14.7288,
0.816759,14.4282,
1.05343,14.5727,
0.734396,13.8747,
0.804829,12.6556,
1.07636,11.5436,
1.04138,12.3601,
1.05074,12.1729,
0.868839,12.3012,
1.00602,11.9128,
1.05862,11.9726,
0.998295,11.96,
0.783973,11.9224,
0.753606,11.6456,
1.03145,13.613,
0.794919,13.3587,
0.836429,13.0832,
1.12135,13.3968,
1.07273,13.4009,
0.64867,13.3329,
0.875085,13.1891,
1.06004,12.7363,
1.06522,12.8814,
1.00871,13.1224,
0.782831,13.2571,
0.791126,13.1831,
0.99449,13.1711,
0.798514,12.9449,
0.761415,13.3283,
1.00568,14.0174,
0.831072,13.2323,
1.05931,13.7964,
0.994731,13.8307,
0.756854,13.2511,
0.78191,13.9088,
1.03587,13.7286,
0.802585,12.8765,
0.777613,13.242,
1.32839,13.9371,
0.814595,14.4683,
0.832114,14.0019,
1.28089,14.6729,
0.805032,14.5158,
0.81146,14.7139,
1.03736,14.2914,
0.947119,14.4507,
0.950494,14.7817,
1.43749,14.0292,
0.847912,13.1615,
0.845102,12.8241,
1.33934,12.8382,
0.808036,12.8777,
0.84769,14.9518,
1.36583,13.3188,
0.996851,13.4389,
0.987549,14.3959,
1.03997,13.7965,
1.02864,13.9105,
0.812063,14.4995,
1.42134,13.4933,
0.76361,13.5792,
0.755352,13.3082,
1.14654,13.6162,
0.817613,13.2188,
0.816637,13.4816,
0.881364,13.1415,
0.757795,13.1768,
1.12333,14.5016,
1.05051,13.6975,
1.4688,12.9732,
0.78549,12.9866,
1.08295,12.1954,
0.722995,12.7855,
0.743903,12.5891,
1.10771,12.2126,
0.755077,12.0286,
0.776643,12.8339,
0.86667,12.3966,
1.01878,12.2686,
1.03016,12.8696,
0.877919,13.0402,
0.715656,13.6024,
0.728986,13.2103,
1.11829,13.2765,
0.704458,13.1329,
0.737077,13.2429,
1.09088,13.6422,
0.751516,13.0021,
1.01416,13.4751,
1.02804,15.4062,
1.0264,15.2186,
1.00407,15.0934,
0.784416,13.1109,
0.736212,13.125,
0.743307,13.2588,
1.00534,13.2726,
0.77495,13.0289,
0.736746,12.6996,
1.00091,13.2464,
0.790537,13.2774,
1.09269,13.6354,
0.927155,13.3463,
0.666157,13.441,
0.667462,12.9274,
0.936564,13.3616,
1.05682,13.1231,
1.02851,12.8827,
0.787988,13.2537,
0.739123,13.871,
0.740092,13.9064,
1.03771,14.1302,
0.748981,13.8456,
0.74163,13.9479,
0.988252,13.7929,
1.00829,13.6903,
0.652252,14.218,
0.979028,13.9387,
0.653513,13.8804,
1.0643,13.6096,
0.84235,13.4184,
0.745593,13.0478,
0.745142,14.0851,
1.0636,13.9508,
0.737281,13.9288,
0.812134,13.8958,
1.02884,13.8646,
0.724979,13.7013,
0.806005,13.528,
1.07029,13.7759,
0.79739,13.6397,
0.791772,14.3566,
1.07569,14.0603,
0.799358,14.0785,
0.788407,13.915,
1.48812,16.179,
0.71804,15.9372,
0.704616,15.9004,
1.54836,16.0263,
0.704173,16.1322,
0.704525,16.0019,
1.52741,15.7454,
0.725543,16.0302,
0.898153,16.001,
1.11552,15.7941,
0.855944,15.9495,
1.04637,16.1773,
1.06772,14.8659,
1.05302,13.8655,
0.766722,13.759,
1.09089,14.0848,
0.803743,13.2389,
0.823694,13.7368,
1.09449,14.0186,
0.841622,13.6781,
0.83559,13.4366,
1.1221,13.722,
0.838754,13.4836,
1.15208,14.348,
1.11125,14.8806,
1.06258,15.0081,
0.907144,14.2312,
1.37849,14.6953,
0.895659,14.536,
0.909488,14.0608,
1.14333,13.9359,
0.80454,13.6532,
0.806543,13.7169,
0.880356,13.672,
0.861708,13.5771,
1.11412,13.9231,
0.867182,13.6443,
0.807648,13.0538,
0.725244,13.0932,
1.08461,16.4094,
0.84487,14.8163,
1.11811,14.8239,
0.780008,14.9635,
1.10011,14.3986,
0.995458,14.2384,
0.656892,14.2538,
1.03434,14.4787,
0.650175,14.3641,
0.861807,14.5592,
1.05745,14.4797,
0.774285,14.5857,
1.1441,14.4646,
0.789104,14.5321,
0.789751,14.4723,
1.08653,14.4125,
0.723939,13.7728,
0.762107,14.1417,
0.86896,14.0727,
0.993667,13.9312,
1.04715,14.3737,
1.08198,17.4955,
0.792536,16.5154,
0.741227,16.9807,
1.09185,16.8758,
0.745123,16.7373,
0.7668,16.3184,
0.844122,16.9812,
0.751607,16.5915,
0.729806,15.9957,
0.871821,15.1705,
0.752379,14.3322,
1.01337,14.2289,
0.890976,14.0963,
0.835328,14.0803,
0.633744,14.085,
1.07052,17.9677,
0.750843,18.3042,
1.17088,18.4231,
0.864091,18.0178,
0.759015,17.2026,
0.868787,18.0236,
0.737222,17.9867,
1.06688,14.0097,
1.10253,13.8532,
0.760959,13.3714,
1.08459,13.5484,
0.647487,14.2008,
1.1525,13.8013,
0.744484,13.4134,
0.657717,13.5408,
1.0089,13.4199,
0.727296,13.5077,
0.701146,13.7434,
1.18491,13.2356,
0.591154,13.081,
0.661945,13.7439,
1.20104,12.852,
0.593215,12.7215,
0.589448,12.6099,
1.20047,13.3003,
0.717886,13.0439,
0.720202,13.0174,
1.16169,13.031,
0.833243,12.8236,
0.533616,12.9003,
1.21024,13.8734,
0.521186,14.1732,
0.525547,14.3319,
1.21687,14.341,
0.663173,14.2078,
0.872102,14.505,
0.732007,14.2685,
0.833913,14.238,
1.01869,14.0372,
1.09322,14.0911,
0.742841,14.0717,
0.642182,14.1389,
1.12908,13.8673,
0.763492,13.7003,
1.12726,14.1394,
0.804504,14.3515,
1.09781,14.3929,
0.790462,14.3448,
1.16635,14.4952,
0.567662,14.0539,
0.571381,14.4017,
1.16756,14.2456,
0.795445,14.292,
0.761076,14.1374,
1.14234,14.3766,
0.733049,14.844,
0.796663,14.3417,
1.11925,14.3975,
0.797406,15.3948,
0.856222,15.1841,
1.1655,14.3315,
0.801545,14.4941,
1.08722,14.5338,
1.11404,14.5257,
1.03026,14.0167,
1.04713,13.7233,
0.857004,13.6565,
0.740575,13.493,
0.768202,13.8134,
1.10239,13.5917,
1.05746,13.643,
0.648308,13.6652,
0.92588,13.5246,
1.07967,13.534,
1.04893,13.475,
1.15236,13.4572,
0.741039,13.1344,
0.769812,13.2344,
1.19915,13.3585,
0.777211,13.0076,
0.786997,13.2235,
1.12018,13.2303,
0.815385,13.2541,
0.836097,13.0938,
1.19875,14.1312,
0.79786,14.1723,
1.19246,14.3769,
0.577643,14.049,
1.11285,14.6644,
0.736444,14.4675,
1.20923,14.4244,
0.686546,14.3048,
0.588726,14.2746,
1.12685,14.2876,
0.549336,14.2238,
0.53431,13.5809,
1.14374,13.7022,
0.387036,13.9116,
0.598786,13.8113,
1.08966,13.7441,
0.797793,13.7094,
0.665373,13.6485,
1.14004,13.5756,
0.806885,13.3811,
0.563588,13.4452,
1.1653,13.7996,
0.58581,13.603,
0.570709,13.6092,
1.09358,13.3728,
0.754212,13.2647,
0.744866,13.2718,
1.18966,13.2377,
0.787182,13.0741,
0.579549,13.08,
1.13685,12.7766,
0.790731,14.6168,
0.534591,14.4246,
1.20558,14.6745,
1.15666,14.3042,
0.990483,14.2451,
1.1104,14.139,
0.645721,14.1118,
1.16038,13.9714,
0.642145,12.4554,
1.17665,12.1187,
0.655301,12.206,
1.19839,11.8737,
0.584681,12.0085,
0.563335,12.0657,
1.16213,12.1631,
0.558473,11.9653,
0.56707,12.0937,
1.14618,12.1218,
0.732016,11.9422,
0.656441,11.8294,
1.16965,11.589,
0.575307,11.6124,
0.534277,11.419,
1.16625,11.7656,
0.515581,11.9734,
0.527452,11.5455,
1.31755,11.887,
1.1337,11.6352,
0.59002,11.852,
1.13333,12.591,
0.711286,12.5953,
0.786302,12.5916,
1.11797,12.416,
0.876014,12.1672,
0.615639,12.5005,
1.15188,12.5337,
0.692242,12.5352,
0.670829,12.2735,
1.15374,12.3222,
0.635273,12.3251,
0.655148,12.4167,
1.18083,12.369,
0.793861,12.2996,
0.663616,12.1903,
1.16338,12.0933,
0.647572,11.8604,
0.570139,12.0648,
1.21683,12.1574,
1.24444,11.7037,
0.552528,12.1432,
1.13036,12.0347,
0.55772,12.0392,
0.653579,11.861,
1.14734,11.8579,
0.772132,11.8022,
0.780787,11.6323,
1.18029,11.7333,
1.18732,11.1624,
0.634149,11.2428,
1.13807,11.9085,
0.498379,11.7925,
0.502707,11.6539,
1.16091,11.5964,
0.505917,14.942,
0.616826,14.5387,
1.1972,15.2814,
0.888544,14.5579,
1.06444,15.151,
1.1493,14.5852,
0.739946,15.3361,
0.840075,15.1768,
1.11922,15.312,
1.14137,15.3992,
0.838555,15.4119,
1.15229,15.1426,
0.627548,15.3721,
0.724879,15.203,
1.13275,15.5655,
0.718815,16.0255,
0.727165,16.2871,
1.11379,13.3761,
0.897716,13.3433,
0.874384,12.6877,
0.99179,12.8765,
0.720745,12.3971,
1.08909,13.3034,
1.12534,13.1092,
1.12004,13.0618,
0.626943,12.5637,
1.11449,12.838,
0.816798,12.5457,
0.734383,12.6251,
1.09539,13.0733,
0.806849,12.8341,
0.631129,12.244,
1.15588,12.2396,
0.773679,12.3417,
0.718205,12.8355,
1.11395,13.2336,
1.14633,13.2202,
1.09207,11.7177,
1.0846,12.8437,
1.10401,12.7857,
0.716782,12.6085,
1.1681,12.3863,
0.73833,12.4839,
0.716184,12.42,
1.1443,12.5595,
1.11401,12.5042,
0.76184,12.7159,
1.25879,13.1951,
0.870752,12.6602,
0.898327,12.7734,
1.29287,12.2116,
1.0471,12.7824,
0.993383,12.0752,
1.60902,11.933,
0.995965,11.7505,
0.738229,14.1038,
1.19333,12.3877,
0.728263,12.5166,
0.61013,12.4215,
1.05091,12.7919,
1.12594,12.681,
0.794443,12.4878,
1.15226,12.3314,
1.10384,12.9931,
0.796712,12.9326,
1.11874,12.7761,
0.813737,13.2731,
1.1876,12.9553,
0.753984,12.8319,
1.16027,12.6809,
0.733413,12.8066,
1.11318,13.1356,
0.84803,12.8845,
0.750964,12.8644,
1.16478,13.1033,
0.90552,12.757,
0.742394,12.7243,
1.12218,13.3913,
0.6541,12.5498,
1.13471,12.5721,
0.664525,12.7618,
1.16921,12.0381,
0.664538,12.5481,
1.17901,12.5071,
0.853838,12.6359,
0.715893,11.8714,
1.1687,12.3298,
0.822016,12.7051,
0.648929,12.6999,
1.19083,12.5689,
0.890584,12.4058,
0.609402,12.271,
1.22975,12.5504,
1.15063,12.3179,
1.22125,12.5635,
0.849169,12.6025,
1.14997,13.3393,
0.752725,12.8928,
1.13206,13.1759,
0.843212,13.1416,
0.783676,13.03,
1.19068,12.8915,
0.667878,13.2118,
0.672621,13.0482,
1.15349,15.278,
0.724036,14.317,
1.11289,14.3392,
0.834198,13.3312,
1.14221,14.122,
0.849145,13.9004,
1.2119,13.8351,
0.896453,13.8939,
0.613064,14.2805,
1.18539,14.5883,
0.614844,14.5904,
1.10635,14.5608,
0.591725,13.7839,
1.14951,14.5567,
0.846684,14.3112,
1.1295,14.2053,
0.826513,13.9311,
0.777008,14.06,
1.13388,14.5659,
0.830167,14.0765,
0.675182,13.9794,
1.14505,14.0774,
0.840214,13.9586,
0.667312,13.893,
1.15469,14.0413,
0.75102,14.98,
0.757019,15.0438,
1.13133,14.9485,
0.666013,15.1774,
0.625528,15.0201,
1.22843,15.1386,
0.61612,13.5484,
1.22838,14.2154,
0.602999,14.2156,
0.697937,14.2587,
1.21826,13.8722,
0.745453,14.1576,
0.818471,14.5094,
0.76183,14.5128,
1.07305,17.6922,
0.779913,15.7329,
0.673669,15.723,
1.03953,15.8644,
